nohup: ignoring input
2018-04-09 09:29:22.952820: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2018-04-09 09:29:29.338564: step 0, loss = 4.66 (197.5 examples/sec; 0.648 sec/batch)
2018-04-09 14:08:20.045927: step 16550, loss = 19628114359353344.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:08:30.392007: step 16560, loss = 19471685207982080.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:08:40.723187: step 16570, loss = 19316503744610304.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:08:51.063664: step 16580, loss = 19162557084336128.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:09:01.395263: step 16590, loss = 19009836637224960.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:09:12.152484: step 16600, loss = 18858333813342208.00 (119.0 examples/sec; 1.076 sec/batch)
2018-04-09 14:09:22.489178: step 16610, loss = 18708040022753280.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:09:32.795734: step 16620, loss = 18558946675523584.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:09:43.172530: step 16630, loss = 18411036591783936.00 (123.4 examples/sec; 1.038 sec/batch)
2018-04-09 14:09:53.418434: step 16640, loss = 18264307624050688.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 14:10:03.787640: step 16650, loss = 18118749034905600.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:10:14.170463: step 16660, loss = 17974345791963136.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:10:24.518951: step 16670, loss = 17831100042706944.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:10:34.843254: step 16680, loss = 17688990312300544.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:10:45.122765: step 16690, loss = 17548014453260288.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:10:55.749117: step 16700, loss = 17408162801909760.00 (120.5 examples/sec; 1.063 sec/batch)
2018-04-09 14:11:06.111631: step 16710, loss = 17269424620830720.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:11:16.473095: step 16720, loss = 17131795615055872.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:11:26.770948: step 16730, loss = 16995259678457856.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:11:37.054261: step 16740, loss = 16859811442327552.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:11:47.313232: step 16750, loss = 16725441242988544.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 14:11:57.610824: step 16760, loss = 16592149080440832.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:12:07.961604: step 16770, loss = 16459913479847936.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:12:18.268787: step 16780, loss = 16328733367468032.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:12:28.610978: step 16790, loss = 16198601227108352.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:12:39.203014: step 16800, loss = 16069500952641536.00 (120.8 examples/sec; 1.059 sec/batch)
2018-04-09 14:12:49.438010: step 16810, loss = 15941431470325760.00 (125.1 examples/sec; 1.023 sec/batch)
2018-04-09 14:12:59.777860: step 16820, loss = 15814383116484608.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:13:10.104827: step 16830, loss = 15688351596150784.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:13:20.471219: step 16840, loss = 15563320803196928.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:13:30.785689: step 16850, loss = 15439287516397568.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:13:41.104040: step 16860, loss = 15316239924592640.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 14:13:51.393084: step 16870, loss = 15194174806556672.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:14:01.825794: step 16880, loss = 15073081424871424.00 (122.7 examples/sec; 1.043 sec/batch)
2018-04-09 14:14:12.204055: step 16890, loss = 14952954410827776.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:14:22.852459: step 16900, loss = 14833784100749312.00 (120.2 examples/sec; 1.065 sec/batch)
2018-04-09 14:14:33.201093: step 16910, loss = 14715564052185088.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:14:43.529921: step 16920, loss = 14598284601458688.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:14:53.858803: step 16930, loss = 14481943601086464.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:15:04.226193: step 16940, loss = 14366523871199232.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:15:14.591132: step 16950, loss = 14252027559280640.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:15:24.941377: step 16960, loss = 14138442854170624.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:15:35.282489: step 16970, loss = 14025764387160064.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:15:45.638517: step 16980, loss = 13913985715798016.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:15:55.983320: step 16990, loss = 13803091807698944.00 (123.7 examples/sec; 1.034 sec/batch)
2018-04-09 14:16:06.711080: step 17000, loss = 13693080515379200.00 (119.3 examples/sec; 1.073 sec/batch)
2018-04-09 14:16:17.072214: step 17010, loss = 13583946470129664.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:16:27.473546: step 17020, loss = 13475684303241216.00 (123.1 examples/sec; 1.040 sec/batch)
2018-04-09 14:16:37.872279: step 17030, loss = 13368286498521088.00 (123.1 examples/sec; 1.040 sec/batch)
2018-04-09 14:16:48.259928: step 17040, loss = 13261749834743808.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:16:58.592273: step 17050, loss = 13156053910814720.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:17:09.013532: step 17060, loss = 13051206242926592.00 (122.8 examples/sec; 1.042 sec/batch)
2018-04-09 14:17:19.319881: step 17070, loss = 12947192872435712.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:17:29.606143: step 17080, loss = 12844008430632960.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:17:39.870500: step 17090, loss = 12741644327583744.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 14:17:50.484079: step 17100, loss = 12640098415804416.00 (120.6 examples/sec; 1.061 sec/batch)
2018-04-09 14:18:00.815719: step 17110, loss = 12539361031618560.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:18:11.154862: step 17120, loss = 12439425732575232.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:18:21.501980: step 17130, loss = 12340286076223488.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:18:31.843338: step 17140, loss = 12241935620112384.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:18:42.162819: step 17150, loss = 12144373290500096.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:18:52.497969: step 17160, loss = 12047586202484736.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:19:02.878862: step 17170, loss = 11951571134840832.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:19:13.282568: step 17180, loss = 11856320571375616.00 (123.0 examples/sec; 1.040 sec/batch)
2018-04-09 14:19:23.649795: step 17190, loss = 11761832364605440.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:19:34.324770: step 17200, loss = 11668093629628416.00 (119.9 examples/sec; 1.067 sec/batch)
2018-04-09 14:19:44.668532: step 17210, loss = 11575102218960896.00 (123.7 examples/sec; 1.034 sec/batch)
2018-04-09 14:19:54.942647: step 17220, loss = 11482851690151936.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:20:05.246709: step 17230, loss = 11391337748234240.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:20:15.549177: step 17240, loss = 11300551803273216.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:20:25.836540: step 17250, loss = 11210488486559744.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:20:36.110139: step 17260, loss = 11121144576868352.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:20:46.365082: step 17270, loss = 11032513631748096.00 (124.8 examples/sec; 1.025 sec/batch)
2018-04-09 14:20:56.654167: step 17280, loss = 10944589208748032.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:21:06.988206: step 17290, loss = 10857363791675392.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:21:17.604741: step 17300, loss = 10770833085562880.00 (120.6 examples/sec; 1.062 sec/batch)
2018-04-09 14:21:27.899241: step 17310, loss = 10684993869185024.00 (124.3 examples/sec; 1.029 sec/batch)
2018-04-09 14:21:38.177420: step 17320, loss = 10599837552607232.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:21:48.444007: step 17330, loss = 10515359840862208.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 14:21:58.728773: step 17340, loss = 10431556438982656.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:22:09.069205: step 17350, loss = 10348419830775808.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:22:19.382276: step 17360, loss = 10265946795016192.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:22:29.676322: step 17370, loss = 10184130889252864.00 (124.3 examples/sec; 1.029 sec/batch)
2018-04-09 14:22:39.968661: step 17380, loss = 10102966744776704.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:22:50.255541: step 17390, loss = 10022448992878592.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:23:00.907538: step 17400, loss = 9942572264849408.00 (120.2 examples/sec; 1.065 sec/batch)
2018-04-09 14:23:11.243212: step 17410, loss = 9863334413205504.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:23:21.585235: step 17420, loss = 9784724700528640.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:23:31.919063: step 17430, loss = 9706745274302464.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:23:42.215163: step 17440, loss = 9629385397108736.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:23:52.538650: step 17450, loss = 9552641847721984.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:24:02.920268: step 17460, loss = 9476506036207616.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:24:13.293047: step 17470, loss = 9400980110049280.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:24:23.632701: step 17480, loss = 9326057626796032.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:24:33.949145: step 17490, loss = 9251731070255104.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 14:24:44.603817: step 17500, loss = 9178000440426496.00 (120.1 examples/sec; 1.065 sec/batch)
2018-04-09 14:24:54.898683: step 17510, loss = 9104852852408320.00 (124.3 examples/sec; 1.029 sec/batch)
2018-04-09 14:25:05.264200: step 17520, loss = 9032290453684224.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:25:15.592174: step 17530, loss = 8960306264932352.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:25:25.928597: step 17540, loss = 8888895991185408.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:25:36.251757: step 17550, loss = 8818054263734272.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:25:46.579007: step 17560, loss = 8747777324482560.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:25:56.914704: step 17570, loss = 8678060878462976.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:26:07.373051: step 17580, loss = 8608899556966400.00 (122.4 examples/sec; 1.046 sec/batch)
2018-04-09 14:26:17.680920: step 17590, loss = 8540289601896448.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:26:28.284017: step 17600, loss = 8472226718285824.00 (120.7 examples/sec; 1.060 sec/batch)
2018-04-09 14:26:38.521520: step 17610, loss = 8404705000554496.00 (125.0 examples/sec; 1.024 sec/batch)
2018-04-09 14:26:48.782947: step 17620, loss = 8337722301218816.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 14:26:59.073991: step 17630, loss = 8271273788440576.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:27:09.385547: step 17640, loss = 8205355704123392.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:27:19.687286: step 17650, loss = 8139961068945408.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:27:30.023699: step 17660, loss = 8075089346035712.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:27:40.308903: step 17670, loss = 8010733556072448.00 (124.5 examples/sec; 1.029 sec/batch)
2018-04-09 14:27:50.695391: step 17680, loss = 7946891551571968.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:28:01.039619: step 17690, loss = 7883557963825152.00 (123.7 examples/sec; 1.034 sec/batch)
2018-04-09 14:28:11.730990: step 17700, loss = 7820729034735616.00 (119.7 examples/sec; 1.069 sec/batch)
2018-04-09 14:28:22.007216: step 17710, loss = 7758398858723328.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:28:32.337462: step 17720, loss = 7696569046401024.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:28:42.611292: step 17730, loss = 7635230470963200.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:28:52.885121: step 17740, loss = 7574379911184384.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:29:03.212090: step 17750, loss = 7514013608968192.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:29:13.662408: step 17760, loss = 7454129953701888.00 (122.5 examples/sec; 1.045 sec/batch)
2018-04-09 14:29:23.959946: step 17770, loss = 7394723576676352.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:29:34.231875: step 17780, loss = 7335790719795200.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:29:44.652483: step 17790, loss = 7277326551220224.00 (122.8 examples/sec; 1.042 sec/batch)
2018-04-09 14:29:55.237764: step 17800, loss = 7219329460338688.00 (120.9 examples/sec; 1.059 sec/batch)
2018-04-09 14:30:05.575587: step 17810, loss = 7161792467828736.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:30:15.899451: step 17820, loss = 7104715036819456.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:30:26.169979: step 17830, loss = 7048093409214464.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:30:36.508832: step 17840, loss = 6991922216304640.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:30:46.877559: step 17850, loss = 6936198773735424.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:30:57.207287: step 17860, loss = 6880919323410432.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:31:07.529077: step 17870, loss = 6826081180975104.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:31:17.846499: step 17880, loss = 6771677903978496.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 14:31:28.121265: step 17890, loss = 6717710566162432.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:31:38.724240: step 17900, loss = 6664172725075968.00 (120.7 examples/sec; 1.060 sec/batch)
2018-04-09 14:31:48.979809: step 17910, loss = 6611061696364544.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 14:31:59.304243: step 17920, loss = 6558374258802688.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:32:09.641004: step 17930, loss = 6506105580552192.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:32:19.934307: step 17940, loss = 6454252977258496.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:32:30.256690: step 17950, loss = 6402815912050688.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:32:40.566973: step 17960, loss = 6351785794994176.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:32:50.856173: step 17970, loss = 6301166384185344.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:33:01.181296: step 17980, loss = 6250947479076864.00 (124.0 examples/sec; 1.033 sec/batch)
2018-04-09 14:33:11.485745: step 17990, loss = 6201125858443264.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:33:22.099546: step 18000, loss = 6151706890993664.00 (120.6 examples/sec; 1.061 sec/batch)
2018-04-09 14:33:32.374965: step 18010, loss = 6102683060535296.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:33:42.650315: step 18020, loss = 6054050072100864.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:33:52.903910: step 18030, loss = 6005804167593984.00 (124.8 examples/sec; 1.025 sec/batch)
2018-04-09 14:34:03.235774: step 18040, loss = 5957938367692800.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:34:13.590975: step 18050, loss = 5910453746139136.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:34:23.918712: step 18060, loss = 5863350302932992.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:34:34.256228: step 18070, loss = 5816623206236160.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:34:44.598486: step 18080, loss = 5770264402984960.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:34:54.965929: step 18090, loss = 5724278188146688.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:35:05.650001: step 18100, loss = 5678657045528576.00 (119.8 examples/sec; 1.068 sec/batch)
2018-04-09 14:35:15.977603: step 18110, loss = 5633400438259712.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:35:26.315141: step 18120, loss = 5588504071372800.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:35:36.661471: step 18130, loss = 5543965260513280.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:35:47.004876: step 18140, loss = 5499781858197504.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:35:57.364451: step 18150, loss = 5455950106329088.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:36:07.792299: step 18160, loss = 5412467857424384.00 (122.7 examples/sec; 1.043 sec/batch)
2018-04-09 14:36:18.132464: step 18170, loss = 5369331890257920.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:36:28.470359: step 18180, loss = 5326539520475136.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:36:38.810238: step 18190, loss = 5284089674334208.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:36:49.463000: step 18200, loss = 5241976446255104.00 (120.2 examples/sec; 1.065 sec/batch)
2018-04-09 14:36:59.769658: step 18210, loss = 5200200373108736.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:37:10.155911: step 18220, loss = 5158755549315072.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:37:20.510045: step 18230, loss = 5117641974874112.00 (123.6 examples/sec; 1.035 sec/batch)
2018-04-09 14:37:30.858747: step 18240, loss = 5076855891689472.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:37:41.206403: step 18250, loss = 5036394615406592.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:37:51.526336: step 18260, loss = 4996255998541824.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:38:01.881755: step 18270, loss = 4956437356740608.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:38:12.285644: step 18280, loss = 4916936005648384.00 (123.0 examples/sec; 1.040 sec/batch)
2018-04-09 14:38:22.609654: step 18290, loss = 4877748724039680.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:38:33.307561: step 18300, loss = 4838874975043584.00 (119.6 examples/sec; 1.070 sec/batch)
2018-04-09 14:38:43.651470: step 18310, loss = 4800311000563712.00 (123.7 examples/sec; 1.034 sec/batch)
2018-04-09 14:38:53.988313: step 18320, loss = 4762054116245504.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:39:04.372471: step 18330, loss = 4724102174605312.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:39:14.720769: step 18340, loss = 4686452491288576.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:39:25.041083: step 18350, loss = 4649102918811648.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:39:35.414059: step 18360, loss = 4612051309690880.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:39:45.807879: step 18370, loss = 4575294979571712.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:39:56.088308: step 18380, loss = 4538831780970496.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:40:06.398269: step 18390, loss = 4502658761097216.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:40:17.049687: step 18400, loss = 4466773772468224.00 (120.2 examples/sec; 1.065 sec/batch)
2018-04-09 14:40:27.345962: step 18410, loss = 4431174667599872.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:40:37.655548: step 18420, loss = 4395859567443968.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:40:47.901373: step 18430, loss = 4360826324516864.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 14:40:58.177698: step 18440, loss = 4326071449157632.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:41:08.515350: step 18450, loss = 4291594404495360.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:41:18.835067: step 18460, loss = 4257390895562752.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:41:29.107833: step 18470, loss = 4223461459230720.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:41:39.373290: step 18480, loss = 4189803142709248.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 14:41:49.629563: step 18490, loss = 4156410845724672.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 14:42:00.239969: step 18500, loss = 4123285642018816.00 (120.6 examples/sec; 1.061 sec/batch)
2018-04-09 14:42:10.595074: step 18510, loss = 4090424310366208.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:42:20.915227: step 18520, loss = 4057825240154112.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:42:31.201620: step 18530, loss = 4025485210157056.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:42:41.517497: step 18540, loss = 3993403146633216.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 14:42:51.812837: step 18550, loss = 3961577170534400.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:43:02.187095: step 18560, loss = 3930004597506048.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:43:12.522247: step 18570, loss = 3898684353806336.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:43:22.849408: step 18580, loss = 3867613755080704.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:43:33.160709: step 18590, loss = 3836789043232768.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:43:43.789453: step 18600, loss = 3806211828875264.00 (120.4 examples/sec; 1.063 sec/batch)
2018-04-09 14:43:54.065551: step 18610, loss = 3775877011734528.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:44:04.433735: step 18620, loss = 3745785397116928.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 14:44:14.764566: step 18630, loss = 3715931616313344.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:44:25.066612: step 18640, loss = 3686316743065600.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:44:35.374005: step 18650, loss = 3656937824583680.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:44:45.720778: step 18660, loss = 3627793250254848.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:44:56.279065: step 18670, loss = 3598880872595456.00 (121.2 examples/sec; 1.056 sec/batch)
2018-04-09 14:45:06.679634: step 18680, loss = 3570199617863680.00 (123.1 examples/sec; 1.040 sec/batch)
2018-04-09 14:45:16.993841: step 18690, loss = 3541745727963136.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:45:27.593591: step 18700, loss = 3513519202893824.00 (120.8 examples/sec; 1.060 sec/batch)
2018-04-09 14:45:37.881694: step 18710, loss = 3485517089865728.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:45:48.185384: step 18720, loss = 3457739657314304.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:45:58.524246: step 18730, loss = 3430183147143168.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:46:08.905522: step 18740, loss = 3402845948739584.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:46:19.206238: step 18750, loss = 3375727525232640.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:46:29.525806: step 18760, loss = 3348824386961408.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:46:39.805570: step 18770, loss = 3322134654877696.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:46:50.095034: step 18780, loss = 3295659134287872.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:47:00.423359: step 18790, loss = 3269393530224640.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:47:11.108705: step 18800, loss = 3243337037381632.00 (119.8 examples/sec; 1.069 sec/batch)
2018-04-09 14:47:21.376197: step 18810, loss = 3217489118887936.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 14:47:31.750667: step 18820, loss = 3191846821953536.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:47:42.110779: step 18830, loss = 3166409341272064.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:47:52.387226: step 18840, loss = 3141174260924416.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:48:02.746419: step 18850, loss = 3116139701862400.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:48:13.098879: step 18860, loss = 3091304858779648.00 (123.6 examples/sec; 1.035 sec/batch)
2018-04-09 14:48:23.391078: step 18870, loss = 3066668121063424.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:48:33.706750: step 18880, loss = 3042227878100992.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 14:48:43.986864: step 18890, loss = 3017983056150528.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:48:54.599642: step 18900, loss = 2993930433986560.00 (120.6 examples/sec; 1.061 sec/batch)
2018-04-09 14:49:04.933574: step 18910, loss = 2970068937867264.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:49:15.272097: step 18920, loss = 2946398299357184.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:49:25.552206: step 18930, loss = 2922917176279040.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:49:35.890456: step 18940, loss = 2899622615842816.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:49:46.300156: step 18950, loss = 2876514081177600.00 (123.0 examples/sec; 1.041 sec/batch)
2018-04-09 14:49:56.593047: step 18960, loss = 2853589424799744.00 (124.4 examples/sec; 1.029 sec/batch)
